66.1003,6,100
66.1065,2,106
66.1076,11,107
66.1078,18,107
66.121,13,121
66.128,12,128
66.1327,7,132
66.1479,17,147
67.0116,10,11
67.0182,13,18
67.0267,1,26
67.0281,11,28
67.0294,15,29
67.0325,4,32
67.0439,17,43
67.0525,9,52
67.0731,2,73
67.0954,3,95
67.0958,12,95
67.1074,6,107
67.1083,14,108
67.1165,18,116
67.1186,5,118
67.1199,7,119
67.1286,16,128
67.1296,8,129
68.0142,14,14
68.0251,4,25
68.0255,13,25
68.0257,8,25
68.0538,7,53
68.0597,17,59
68.06,16,60
68.0615,2,61
68.0696,18,69
68.0764,12,76
68.0933,5,93
68.1002,6,100
68.1161,3,116
68.1188,15,118
68.1251,1,125
68.1335,11,133
68.1355,10,135
68.1421,9,142
69.0129,14,12
69.0131,9,13
69.0182,18,18
69.02,15,20
69.0292,1,29
69.0378,12,37
69.0491,16,49
69.0612,4,61
69.0667,7,66
69.0745,3,74
69.0841,11,84
69.0903,13,90
69.0984,2,98
69.111,8,110
69.1185,10,118
69.1231,17,123
69.1259,5,125
69.1502,6,150
70.0042,5,4
70.0138,1,13
70.0248,4,24
70.0268,6,26
70.0343,12,34
70.0551,15,55
70.0627,7,62
70.0735,3,73
70.0789,17,78
70.0807,14,80
70.0926,10,92
70.1033,11,103
70.1042,2,104
70.1133,16,113
70.1155,13,115
70.1198,18,119
70.13,8,130
70.1317,9,131
71.0044,7,4
71.0153,10,15
71.0157,2,15
71.026,9,25
71.0375,1,37
71.0426,5,42
71.043,4,42
71.0639,15,63
71.0695,6,69
71.0697,16,69
71.0828,17,82
71.0892,11,89
71.0917,3,91
71.0966,14,96
71.116,18,115
71.1204,13,120
71.1262,8,126
71.1307,12,130
72.0083,9,8
72.0418,3,41
72.0465,7,46
72.0534,18,53
72.0536,1,53
72.0589,11,58
72.0594,10,59
72.0673,4,67
72.0764,14,76
72.0874,6,87
72.1006,8,100
72.1086,17,108
72.1177,15,117
72.121,5,120
72.1266,16,126
72.1296,12,129
72.1349,2,134
72.1502,13,150
73.0064,9,6
73.0086,13,8
73.0114,16,11
73.0377,6,37
73.0448,7,44
73.0492,8,49
73.0582,12,58
73.0598,5,59
73.0624,1,62
73.0908,11,90
73.0996,14,99
73.1,2,100
73.1033,3,103
73.1395,4,139
73.1396,15,139
73.141,17,141
73.1429,18,142
73.1442,10,144
74.0187,8,18
74.0223,17,22
74.0314,4,31
74.0489,5,48
74.0526,6,52
74.0561,3,56
74.0567,18,56
74.0573,14,57
74.0647,11,64
74.0744,2,74
74.0857,15,85
74.0873,1,87
74.0887,16,88
74.1102,13,110
74.1276,12,127
74.133,7,133
74.1341,10,134
74.1385,9,138
75.0128,5,12
75.0192,1,19
75.038,14,38
75.0391,9,39
75.0415,12,41
75.0511,2,51
75.0588,4,58
75.0746,13,74
75.0776,8,77
75.0812,17,81
75.095,11,94
75.0959,3,95
75.1104,18,110
75.1128,16,112
75.1144,10,114
75.1252,6,125
75.1349,15,134
75.1377,7,137
76.0049,9,4
76.0058,1,5
76.008,3,7
76.0208,18,20
76.0503,2,50
76.0513,6,51
76.0688,13,68
76.0691,11,69
76.0721,15,72
76.0723,16,72
76.0801,4,80
76.0906,5,90
76.1127,12,112
76.1182,17,118
76.1251,14,125
76.1296,8,129
76.1339,7,133
76.1357,10,135
77.0183,1,18
77.0206,15,20
77.0383,7,38
77.048,9,47
77.0482,18,48
77.0575,13,57
77.0615,8,61
77.0681,16,68
77.0785,5,78
77.0929,2,92
77.0996,4,99
77.1075,3,107
77.1119,10,111
77.1273,6,127
77.1285,12,128
77.1301,17,130
77.1303,14,130
77.1391,11,139
78.0098,18,9
78.0192,14,19
78.0287,17,28
78.035,12,35
78.0367,13,36
78.0409,3,40
78.0443,16,44
78.0485,9,48
78.0648,15,64
78.0766,11,76
78.0854,5,85
78.091,7,90
78.0954,10,95
78.1112,6,111
78.1211,1,121
78.1406,4,140
78.1407,2,140
78.1484,8,148
79.0038,15,3
79.0192,3,19
79.0325,4,32
79.0365,7,36
79.0378,11,37
79.0554,16,55
79.0671,10,67
79.0676,9,67
79.0682,12,68
79.0765,18,76
79.079,17,79
79.0846,8,84
79.0853,14,85
79.0863,1,86
79.1092,2,109
79.111,5,111
79.1112,13,111
79.1161,6,116
80.006,8,5
80.0132,14,13
80.0187,4,18
80.0336,18,33
80.0416,2,41
80.0464,3,46
80.0472,9,47
80.0518,13,51
80.0629,15,62
80.0684,12,68
80.0837,6,83
80.1038,1,103
80.1137,11,113
80.127,17,126
80.1341,16,134
80.1347,5,134
80.1375,10,137
80.1504,7,150
81.0085,17,8
81.0141,1,14
81.0226,8,22
81.0364,14,36
81.0449,13,44
81.0526,5,52
81.0641,7,64
81.0741,10,74
81.0789,12,78
81.0802,4,80
81.0971,2,97
81.0996,11,99
81.1078,3,107
81.1081,16,108
81.111,18,110
81.1306,9,130
81.1423,6,142
81.1471,15,147
82.0215,1,21
82.0231,18,23
82.025,10,25
82.0254,6,25
82.038,17,37
82.0436,16,43
82.0484,14,48
82.0598,9,59
82.0668,3,66
82.07,4,70
82.0704,12,70
82.0772,5,77
82.0779,15,77
82.0829,13,82
82.0917,2,91
82.1027,11,102
82.1087,8,108
82.1302,7,130
83.0061,9,6
83.0111,18,11
83.0225,8,22
83.0309,17,30
83.0458,2,45
83.076,12,76
83.0836,3,83
83.0859,10,85
83.0881,7,88
